PASSENGER_TYPE,LENGTH,ITINERARY_TYPE,CABIN,MARKET,CHANNEL,NEW_MARKET_ROLL_UP,OLD_OLD_MARKET_ROLL_UP,ACCOUNTING_MONTH,MASTER_VOYAGE,MASTER_DEPARTURE_DATE,PASSENGERS,PASSENGER_NIGHTS,CURRENCY,FX.1,PPPD,PPPD_EUR,GROSS_TICKET_REVENUE_LOCAL,GROSS_TICKET_REVENUE_EUR,PRE-EMB_PPPD,PRE-EMB_REVENUE_EUR,FY,BUDGET_NAME,VERSION,UNIQUE_ID,ACTUALS_CODE,EFFECTIVE_FROM,EFFECTIVE_TO,ACTIVE_RECORD_FLAG
G,14,Positioning Journey,Inside,APAC,Tour Operator,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,0,0,2027,Budget2025,v1,GInsideAPACTour OperatorCJ14280319Budget2025v1,GInsideAPACTour OperatorCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Inside,APAC,DMC,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,0,0,2027,Budget2025,v1,GInsideAPACDMCCJ14280319Budget2025v1,GInsideAPACDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,CYP,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,218,218,0,0,0,0,2027,Budget2025,v1,GDeluxeCYPTour OperatorCD03280317Budget2025v1,GDeluxeCYPTour OperatorCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,RUS,Direct,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,FOutsideRUSDirectCD03280317Budget2025v1,FOutsideRUSDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,CYP,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,120,120,0,0,0,0,2027,Budget2025,v1,FInsideCYPTour OperatorCD04280320Budget2025v1,FInsideCYPTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,AFR,Travel Agency,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,1,7,USD,0,182,166,1279,1163,30,212,2027,Budget2025,v1,FDeluxeAFRTravel AgencyCJ07280312Budget2025v1,FDeluxeAFRTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,LAT,Travel Agency,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,38,0,2027,Budget2025,v1,FDeluxeLATTravel AgencyCD04280327Budget2025v1,FDeluxeLATTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,SIP,DMC,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,19,58,EUR,1,156,156,9164,9164,39,2338,2027,Budget2025,v1,GOutsideSIPDMCCD03280324Budget2025v1,GOutsideSIPDMCCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,MID,DMC,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,5,38,USD,0,182,166,7039,6399,33,1308,2027,Budget2025,v1,FInsideMIDDMCCJ07280312Budget2025v1,FInsideMIDDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Deluxe,BLK,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,6,0,2027,Budget2025,v1,FDeluxeBLKDirectCJ14280319Budget2025v1,FDeluxeBLKDirectCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,BLX,DMC,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,FOutsideBLXDMCCD04280327Budget2025v1,FOutsideBLXDMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Outside,TUR,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,130,130,0,0,25,0,2027,Budget2025,v1,GOutsideTURTravel AgencyCD04280327Budget2025v1,GOutsideTURTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,BLX,Tour Operator,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,EUR,1,0,0,0,0,0,0,2027,Budget2025,v1,GDeluxeBLXTour OperatorCD04280320Budget2025v1,GDeluxeBLXTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Inside,IND,DMC,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,0,0,0,0,101,0,2027,Budget2025,v1,GInsideINDDMCCD03280317Budget2025v1,GInsideINDDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,CAN,Travel Agency,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,USD,0,304,276,0,0,22,0,2027,Budget2025,v1,GDeluxeCANTravel AgencyCD03280324Budget2025v1,GDeluxeCANTravel AgencyCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Outside,CAN,DMC,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,224,203,0,0,88,0,2027,Budget2025,v1,GOutsideCANDMCCD03280317Budget2025v1,GOutsideCANDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,USA,Travel Agency,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,70,0,2027,Budget2025,v1,GInsideUSATravel AgencyCJ07280312Budget2025v1,GInsideUSATravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Inside,BRI,DMC,UKIE,UKIE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,GBP,1,82,97,0,0,0,0,2027,Budget2025,v1,FInsideBRIDMCCJ14280319Budget2025v1,FInsideBRIDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Inside,APAC,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,1,0,2027,Budget2025,v1,GInsideAPACDirectCJ07280305Budget2025v1,GInsideAPACDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,GRC,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,0,0,2027,Budget2025,v1,FDeluxeGRCTour OperatorCJ07280305Budget2025v1,FDeluxeGRCTour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,MID,Tour Operator,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,GDeluxeMIDTour OperatorCJ07280312Budget2025v1,GDeluxeMIDTour OperatorCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Deluxe,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,88,88,0,0,10,0,2027,Budget2025,v1,FDeluxeCYPDirectCD04280327Budget2025v1,FDeluxeCYPDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,3,Iconic Aegean,Deluxe,BLX,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,390,390,0,0,62,0,2027,Budget2025,v1,GDeluxeBLXDirectCD03280317Budget2025v1,GDeluxeBLXDirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Outside,MID,DMC,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,33,0,2027,Budget2025,v1,GOutsideMIDDMCCJ07280305Budget2025v1,GOutsideMIDDMCCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,SIP,Travel Agency,SIP,SIP,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,8,24,EUR,1,158,158,3795,3795,33,796,2027,Budget2025,v1,FOutsideSIPTravel AgencyCD03280317Budget2025v1,FOutsideSIPTravel AgencyCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Inside,NZE,Travel Agency,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,AUD,0,161,97,0,0,10,0,2027,Budget2025,v1,FInsideNZETravel AgencyCJ14280319Budget2025v1,FInsideNZETravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,RUS,Direct,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,0,0,2027,Budget2025,v1,FOutsideRUSDirectCJ07280305Budget2025v1,FOutsideRUSDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Inside,RUS,Tour Operator,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,2,0,2027,Budget2025,v1,GInsideRUSTour OperatorCJ14280319Budget2025v1,GInsideRUSTour OperatorCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Deluxe,IND,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,USD,0,105,96,0,0,0,0,2027,Budget2025,v1,GDeluxeINDTravel AgencyCJ14280319Budget2025v1,GDeluxeINDTravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,AFR,Tour Operator,ROW,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FOutsideAFRTour OperatorCD04280320Budget2025v1,FOutsideAFRTour OperatorCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,DAC,DMC,GERMANY,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,1,3,EUR,1,122,122,368,368,48,145,2027,Budget2025,v1,FInsideDACDMCCD03280317Budget2025v1,FInsideDACDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,CYP,Direct,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,123,123,0,0,10,0,2027,Budget2025,v1,FOutsideCYPDirectCD04280327Budget2025v1,FOutsideCYPDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,3,EUR,1,167,167,587,587,10,38,2027,Budget2025,v1,FDeluxeSCNDirectCJ07280305Budget2025v1,FDeluxeSCNDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,GRC,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,16,0,2027,Budget2025,v1,FOutsideGRCDMCCD03280317Budget2025v1,FOutsideGRCDMCCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,14,Positioning Journey,Inside,SCN,Direct,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,EUR,1,97,97,0,0,5,0,2027,Budget2025,v1,GInsideSCNDirectCJ14280319Budget2025v1,GInsideSCNDirectCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Deluxe,FRA,Direct,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,EUR,1,0,0,0,0,18,0,2027,Budget2025,v1,FDeluxeFRADirectCD03280317Budget2025v1,FDeluxeFRADirectCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,GRC,DMC,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,EUR,1,167,167,0,0,23,0,2027,Budget2025,v1,FInsideGRCDMCCJ07280312Budget2025v1,FInsideGRCDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,CAN,Tour Operator,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,GDeluxeCANTour OperatorCJ07280305Budget2025v1,GDeluxeCANTour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,IND,DMC,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,GDeluxeINDDMCCJ07280312Budget2025v1,GDeluxeINDDMCCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,LAT,Tour Operator,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,1,10,USD,0,182,166,1919,1745,12,130,2027,Budget2025,v1,FDeluxeLATTour OperatorCJ07280305Budget2025v1,FDeluxeLATTour OperatorCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Outside,BLK,Tour Operator,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,EUR,1,144,144,0,0,30,0,2027,Budget2025,v1,GOutsideBLKTour OperatorCD04280327Budget2025v1,GOutsideBLKTour OperatorCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Outside,IND,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FOutsideINDTravel AgencyCD04280327Budget2025v1,FOutsideINDTravel AgencyCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,NZE,Travel Agency,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280320,20/03/2028,0,0,AUD,0,0,0,0,0,4,0,2027,Budget2025,v1,FInsideNZETravel AgencyCD04280320Budget2025v1,FInsideNZETravel AgencyCD04280320,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,7,Desert Days,Deluxe,EAS,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,EUR,1,167,167,0,0,20,0,2027,Budget2025,v1,GDeluxeEASTravel AgencyCJ07280305Budget2025v1,GDeluxeEASTravel AgencyCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Deluxe,LAT,Tour Operator,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,1,4,USD,0,302,274,1360,1236,8,38,2027,Budget2025,v1,FDeluxeLATTour OperatorCD03280324Budget2025v1,FDeluxeLATTour OperatorCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,LAT,Tour Operator,LATAM,LATAM,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,3,24,USD,0,182,166,4479,4072,12,304,2027,Budget2025,v1,FOutsideLATTour OperatorCJ07280312Budget2025v1,FOutsideLATTour OperatorCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Inside,JPN,Tour Operator,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280317,17/03/2028,0,0,USD,0,168,153,0,0,40,0,2027,Budget2025,v1,FInsideJPNTour OperatorCD03280317Budget2025v1,FInsideJPNTour OperatorCD03280317,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Deluxe,FRA,Travel Agency,FRANCE,FRANCE,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,9,126,EUR,1,97,97,12224,12224,11,1438,2027,Budget2025,v1,FDeluxeFRATravel AgencyCJ14280319Budget2025v1,FDeluxeFRATravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Deluxe,IND,Direct,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,USD,0,182,166,0,0,0,0,2027,Budget2025,v1,FDeluxeINDDirectCJ07280305Budget2025v1,FDeluxeINDDirectCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Deluxe,GRC,Travel Agency,HOME,Home Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,2,28,EUR,1,97,97,2716,2716,2,82,2027,Budget2025,v1,FDeluxeGRCTravel AgencyCJ14280319Budget2025v1,FDeluxeGRCTravel AgencyCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,14,Positioning Journey,Outside,AUS,DMC,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ14280319,19/03/2028,0,0,AUD,0,161,97,0,0,7,0,2027,Budget2025,v1,FOutsideAUSDMCCJ14280319Budget2025v1,FOutsideAUSDMCCJ14280319,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,USA,Travel Agency,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,15,108,USD,0,182,166,19838,18033,70,7626,2027,Budget2025,v1,FInsideUSATravel AgencyCJ07280305Budget2025v1,FInsideUSATravel AgencyCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,3,Iconic Aegean,Outside,BLX,Travel Agency,EU,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD03280324,24/03/2028,0,0,EUR,1,150,150,0,0,0,0,2027,Budget2025,v1,FOutsideBLXTravel AgencyCD03280324Budget2025v1,FOutsideBLXTravel AgencyCD03280324,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
G,4,Iconic Aegean,Deluxe,USA,DMC,NORAM,USA,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,30,120,USD,0,204,185,24525,22296,41,5031,2027,Budget2025,v1,GDeluxeUSADMCCD04280327Budget2025v1,GDeluxeUSADMCCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Outside,NZE,DMC,AUNZ,AUS,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280305,05/03/2028,0,0,AUD,0,278,167,0,0,0,0,2027,Budget2025,v1,FOutsideNZEDMCCJ07280305Budget2025v1,FOutsideNZEDMCCJ07280305,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,7,Desert Days,Inside,MID,Travel Agency,AWAY,Away Markets,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CJ07280312,12/03/2028,46,322,USD,0,182,166,58874,53519,0,0,2027,Budget2025,v1,FInsideMIDTravel AgencyCJ07280312Budget2025v1,FInsideMIDTravel AgencyCJ07280312,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
F,4,Iconic Aegean,Inside,JPN,Direct,APAC,ROW,Mon Jan 03 2028 00:00:00 GMT+0000 (Greenwich Mean Time),CD04280327,27/03/2028,0,0,USD,0,0,0,0,0,0,0,2027,Budget2025,v1,FInsideJPNDirectCD04280327Budget2025v1,FInsideJPNDirectCD04280327,Tue Jun 03 2025 08:50:38 GMT+0100 (British Summer Time),Fri Dec 31 9999 00:00:00 GMT+0000 (Greenwich Mean Time),1
