Snapshot_Date,Sail_Code,Package_Name,Sail_Days,Cabin_Category,Available_Cabins,Total_Cabins,Available_Absolute,Available_Weighted,Availability_Result,Nested_Cabins
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280218,Iconic Arabia from Abu Dhabi - 7 Nights,7,XD,96,98,95,96,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280218,Iconic Arabia from Abu Dhabi - 7 Nights,7,SG,1,2,1,1,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,XD,96,98,95,96,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,SG,1,2,1,1,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,IB,75,77,74,75,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,XBO,49,52,49,49,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,SJA,2,5,2,2,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,IA,71,73,70,71,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,SJB,21,25,21,21,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,XA,26,28,25,26,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,XB,69,80,68,69,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,SH,1,2,1,1,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,XC,98,100,97,98,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,BA,56,60,56,56,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD07280219,Iconic Arabia from Dubai - 7Nights,7,IC,76,78,75,76,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD09260306,Abu Dhabi to Sharm El Sheik Discovery - 9Nights,9,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD10251202,"Sharm El Sheikh-Abu Dhabi, 10Night",10,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13251129,"Kusadasi - Abu Dhabi, 13Night Cruise",13,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD13260306,Abu Dhabi to Kusadasi Discovery -13Nights,13,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14251128,"Lavrio - Abu Dhabi, 14Night Cruise",14,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14260306,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14270305,Amazing Abu Dhabi to Ancient Athens  Discovery -14Nights,14,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,SG,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,XD,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,IB,0,77,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,XBO,0,52,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,SJA,0,5,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,IA,0,73,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,SJB,0,25,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,XA,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,XB,0,80,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,SH,0,2,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,XC,0,100,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,BA,0,60,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CD14271122,"Lavrio - Abu Dhabi, 14Night Cruise",14,IC,0,78,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,IB,0,46,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,XB,0,104,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,XA,0,20,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,SJC,0,20,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,XBO,0,34,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,XC,0,98,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,SJB,0,76,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,SG,0,28,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,SJA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,IA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,IC,0,59,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251122,"Piraeus - Sharm El Sheikh, 4Nights",4,XD,0,96,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,XB,65,104,65,65,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,IB,28,46,28,28,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,IC,37,59,37,37,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,SJB,57,76,57,57,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,XC,87,98,87,87,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,XBO,24,34,24,24,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,XD,77,96,77,77,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,IA,8,24,8,8,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,SJA,13,24,13,13,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,SG,24,28,24,24,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,SJC,18,20,18,18,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ04251123,"Marmaris -Safaga, 4Nights",4,XA,7,20,7,7,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,SJC,18,20,18,18,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,XD,77,96,77,77,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,XBO,24,34,24,24,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,XC,87,98,87,87,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,SJB,57,76,57,57,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,SG,24,28,24,24,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,SJA,13,24,13,13,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,IA,8,24,8,8,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,IC,37,59,37,37,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,IB,28,46,28,28,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,XB,65,104,65,65,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251122,"Piraeus - Safaga, 5Nights",5,XA,7,20,7,7,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,SJC,20,20,20,20,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,SG,14,28,14,14,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,SP,0,1,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,SJA,15,24,15,15,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,IA,0,24,0,0, ,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,IC,2,59,2,2,OK,5
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,XD,76,96,76,76,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,IB,0,46,0,0,GTY,5
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,XBO,13,34,13,13,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,XC,69,98,69,69,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,SJB,44,76,44,44,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,XB,62,104,62,62,OK,0
Wed Oct 22 2025 23:56:06 GMT+0100 (British Summer Time),CJ05251206,"Desert Days, 5Night Cruise",5,XA,0,20,0,0,GTY,20
